company,country,director,genre,budget,gross,votes,name,rating,released,runtime,score,star,writer,year
Sony Pictures Classics,USA,David Mamet,Drama,7000000,2344847,19183,Redbelt,R,5/9/2008,99,6.8,Chiwetel Ejiofor,David Mamet,2008
Picturehouse,USA,Patricia Rozema,Drama,10000000,17655201,4988,Kit Kittredge: An American Girl,G,7/2/2008,101,6.6,Abigail Breslin,Ann Peacock,2008
Lakeshore Entertainment,USA,Isabel Coixet,Drama,13000000,3581642,20231,Elegy,R,8/29/2008,112,6.8,Ben Kingsley,Nicholas Meyer,2008
Picture Farm,UK,Rupert Wyatt,Crime,0,13023,15204,The Escapist,NOT RATED,6/20/2008,102,6.8,Brian Cox,Daniel Hardy,2008
Element Films,USA,Deb Hagan,Comedy,6500000,4693919,11342,College,R,8/29/2008,100,4.6,Drake Bell,Dan Callahan,2008
La Petite Reine,France,Jean-François Richet,Action,0,551660,28237,Mesrine Part 1: Killer Instinct,R,10/22/2008,113,7.6,Vincent Cassel,Jacques Mesrine,2008
Niama Film,Germany,Nikolai Müllerschön,Action,0,36569,10306,The Red Baron,PG-13,4/10/2008,106,6.4,Matthias Schweighöfer,Nikolai Müllerschön,2008
Louisiana Producers Film Source,USA,Tyler Perry,Drama,0,37019849,6087,The Family That Preys,PG-13,9/12/2008,100,5.4,Kathy Bates,Tyler Perry,2008
Bona Fide Productions,USA,Andrew Fleming,Comedy,9000000,4881867,15574,Hamlet 2,R,8/27/2008,92,6.4,Steve Coogan,Pam Brady,2008
New Crime Productions,USA,Joshua Seftel,Action,10000000,580862,20411,"War, Inc.",R,6/13/2008,107,5.7,John Cusack,Mark Leyner,2008
Warner Bros.,USA,Zack Snyder,Action,130000000,107509799,419061,Watchmen,R,3/6/2009,162,7.6,Jackie Earle Haley,David Hayter,2009
Twentieth Century Fox Film Corporation,UK,James Cameron,Action,237000000,760507625,954412,Avatar,PG-13,12/18/2009,162,7.8,Sam Worthington,James Cameron,2009
Universal Pictures,USA,Quentin Tarantino,Adventure,75000000,120540719,988686,Inglourious Basterds,R,8/21/2009,153,8.3,Brad Pitt,Quentin Tarantino,2009
Paramount Pictures,USA,J.J. Abrams,Action,150000000,257730019,532987,Star Trek,PG-13,5/8/2009,127,8,Chris Pine,Roberto Orci,2009
Warner Bros.,USA,Todd Phillips,Comedy,35000000,277322503,622881,The Hangover,R,6/5/2009,100,7.8,Zach Galifianakis,Jon Lucas,2009
Warner Bros.,UK,David Yates,Adventure,250000000,301959197,362271,Harry Potter and the Half-Blood Prince,PG,7/15/2009,153,7.5,Daniel Radcliffe,Steve Kloves,2009
Twentieth Century Fox Film Corporation,USA,Wes Anderson,Animation,40000000,21002919,154247,Fantastic Mr. Fox,PG,11/25/2009,87,7.8,George Clooney,Roald Dahl,2009
Columbia Pictures,USA,Ruben Fleischer,Adventure,23600000,75590286,419201,Zombieland,R,10/2/2009,88,7.7,Jesse Eisenberg,Rhett Reese,2009
Paramount Pictures,USA,Jason Reitman,Drama,25000000,83823381,283498,Up in the Air,R,12/23/2009,109,7.4,George Clooney,Walter Kirn,2009
Alcon Entertainment,USA,John Lee Hancock,Biography,29000000,255959475,242741,The Blind Side,PG-13,11/20/2009,100,7.7,Quinton Aaron,John Lee Hancock,2009
New Line Cinema,USA,Marcus Nispel,Horror,19000000,65002019,80586,Friday the 13th,R,2/13/2009,97,5.6,Jared Padalecki,Damian Shannon,2009
Warner Bros.,USA,Guy Ritchie,Action,90000000,209028679,511547,Sherlock Holmes,PG-13,12/25/2009,128,7.6,Robert Downey Jr.,Michael Robert Johnson,2009
Columbia Pictures,USA,Roland Emmerich,Action,200000000,166112167,303766,2012,PG-13,11/13/2009,158,5.8,John Cusack,Roland Emmerich,2009
Focus Features,USA,Henry Selick,Animation,60000000,75286229,161158,Coraline,PG,2/6/2009,100,7.7,Dakota Fanning,Henry Selick,2009
Twentieth Century Fox Film Corporation,USA,Gavin Hood,Action,150000000,179883157,397838,X-Men Origins: Wolverine,PG-13,5/1/2009,107,6.7,Hugh Jackman,David Benioff,2009
Pixar Animation Studios,USA,Pete Docter,Animation,175000000,293004164,743601,Up,PG,5/29/2009,96,8.3,Edward Asner,Pete Docter,2009
Pan Européenne,Belgium,Jaco Van Dormael,Drama,47000000,3600,173190,Mr. Nobody,R,9/26/2013,141,7.9,Jared Leto,Jaco Van Dormael,2009
StudioCanal,USA,Atom Egoyan,Drama,11000000,3074838,60262,Chloe,R,3/26/2010,96,6.3,Julianne Moore,Erin Cressida Wilson,2009
Vinod Chopra Productions,India,Rajkumar Hirani,Adventure,0,6532908,250762,3 Idiots,PG-13,12/25/2009,170,8.4,Aamir Khan,Rajkumar Hirani,2009
Fox Searchlight Pictures,USA,Marc Webb,Comedy,7500000,32391374,407875,500 Days of Summer,PG-13,8/7/2009,95,7.7,Zooey Deschanel,Scott Neustadter,2009
"Halcyon Company, The",USA,McG,Action,200000000,125322469,301842,Terminator Salvation,PG-13,5/21/2009,115,6.6,Christian Bale,John Brancato,2009
Liberty Films UK,UK,Duncan Jones,Drama,5000000,5009677,283589,Moon,R,7/10/2009,97,7.9,Sam Rockwell,Duncan Jones,2009
DreamWorks,USA,Michael Bay,Action,200000000,402111870,343549,Transformers: Revenge of the Fallen,PG-13,6/24/2009,150,6,Shia LaBeouf,Ehren Kruger,2009
Tornasol Films,Argentina,Juan José Campanella,Drama,2000000,20167424,149747,The Secret in Their Eyes,R,5/21/2010,129,8.2,Ricardo Darín,Eduardo Sacheri,2009
Yellow Bird,Sweden,Niels Arden Oplev,Drama,13000000,10095170,185107,The Girl with the Dragon Tattoo,R,4/30/2010,152,7.8,Michael Nyqvist,Nikolaj Arcel,2009
Twentieth Century Fox Film Corporation,USA,James Wong,Action,30000000,9353573,60877,Dragonball: Evolution,PG,4/10/2009,85,2.6,Justin Chatwin,Ben Ramsey,2009
Boo Productions,Greece,Yorgos Lanthimos,Drama,0,110248,53533,Dogtooth,UNRATED,11/11/2009,94,7.3,Christos Stergioglou,Efthymis Filippou,2009
Dark Castle Entertainment,USA,Jaume Collet-Serra,Horror,0,41596251,157791,Orphan,R,7/24/2009,123,7,Vera Farmiga,David Leslie Johnson,2009
TriStar Pictures,South Africa,Neill Blomkamp,Sci-Fi,30000000,115646235,566581,Sector 9,R,8/14/2009,112,8,Sharlto Copley,Neill Blomkamp,2009
Columbia Pictures,USA,Ron Howard,Mystery,150000000,133375846,232877,Angels & Demons,PG-13,5/15/2009,138,6.7,Tom Hanks,David Koepp,2009
Fox Atomic,USA,Karyn Kusama,Comedy,16000000,16204793,98187,Jennifer's Body,R,9/18/2009,102,5.1,Megan Fox,Diablo Cody,2009
Zentropa Entertainments,Denmark,Lars von Trier,Drama,11000000,397070,96352,Anticristo,NOT RATED,3/18/2011,108,6.6,Willem Dafoe,Lars von Trier,2009
Touchstone Pictures,USA,Anne Fletcher,Comedy,40000000,163958031,247443,The Proposal,PG-13,6/19/2009,108,6.7,Sandra Bullock,Peter Chiarelli,2009
Dimension Films,USA,John Hillcoat,Adventure,25000000,56692,191196,The Road,R,12/18/2009,111,7.3,Viggo Mortensen,Cormac McCarthy,2009
"Film Department, The",USA,F. Gary Gray,Crime,50000000,73343413,232508,Law Abiding Citizen,R,10/16/2009,109,7.4,Gerard Butler,Kurt Wimmer,2009
Walt Disney Pictures,USA,Andy Fickman,Action,65000000,67172594,46750,Race to Witch Mountain,PG,3/13/2009,98,5.7,Dwayne Johnson,Matt Lopez,2009
Curmudgeon Films,USA,Nick Cassavetes,Drama,30000000,49200230,79925,My Sister's Keeper,PG-13,6/26/2009,109,7.4,Cameron Diaz,Jeremy Leven,2009
Paramount Pictures,USA,Stephen Sommers,Action,175000000,152267519,182662,G.I. Joe: The Rise of Cobra,PG-13,8/7/2009,118,5.8,Dennis Quaid,Stuart Beattie,2009
Rogue Pictures,USA,Dennis Iliadis,Crime,15000000,32721635,72961,The Last House on the Left,R,3/13/2009,110,6.6,Garret Dillahunt,Adam Alleca,2009
Universal Pictures,USA,Justin Lin,Action,85000000,155064265,223114,Fast & Furious,PG-13,4/3/2009,107,6.6,Vin Diesel,Chris Morgan,2009
DreamWorks,USA,Peter Jackson,Drama,65000000,43818839,133076,The Lovely Bones,PG-13,1/15/2010,135,6.7,Rachel Weisz,Fran Walsh,2009
New Line Cinema,Germany,Ken Kwapis,Comedy,40000000,93953653,139962,A él no le gustas tanto,PG-13,2/6/2009,129,6.4,Jennifer Aniston,Abby Kohn,2009
Six Entertainment,Netherlands,Tom Six,Horror,0,181467,62034,The Human Centipede (First Sequence),R,4/28/2010,92,4.4,Dieter Laser,Tom Six,2009
Constantin Film,Germany,Christian Alvart,Action,33000000,10330853,128906,Pandorum,R,9/25/2009,108,6.8,Dennis Quaid,Travis Milloy,2009
Universal Pictures,USA,Michael Mann,Biography,100000000,97104620,244316,Public Enemies,R,7/1/2009,140,7,Christian Bale,Ronan Bennett,2009
New Line Cinema,USA,Burr Steers,Comedy,20000000,64167069,155399,17 Again,PG-13,4/17/2009,102,6.4,Zac Efron,Jason Filardi,2009
Fade to Black Productions,USA,Tom Ford,Drama,7000000,9166863,92447,A Single Man,R,2/5/2010,99,7.6,Colin Firth,Christopher Isherwood,2009
Touchstone Pictures,USA,Jonathan Mostow,Action,80000000,38577772,157149,Surrogates,PG-13,9/25/2009,89,6.3,Bruce Willis,Michael Ferris,2009
Temple Hill Entertainment,USA,Chris Weitz,Adventure,50000000,296623634,232524,The Twilight Saga: New Moon,PG-13,11/20/2009,130,4.6,Kristen Stewart,Melissa Rosenberg,2009
Lionsgate,USA,Patrick Lussier,Horror,15000000,51545952,47784,My Bloody Valentine,R,1/16/2009,101,5.5,Jensen Ackles,Todd Farmer,2009
Walt Disney Animation Studios,USA,Ron Clements,Animation,105000000,104400899,97887,The Princess and the Frog,G,12/11/2009,97,7.1,Anika Noni Rose,Ron Clements,2009
Infinity Features Entertainment,UK,Terry Gilliam,Adventure,40000000,7689607,131731,The Imaginarium of Doctor Parnassus,PG-13,1/8/2010,123,6.8,Christopher Plummer,Terry Gilliam,2009
DreamWorks,USA,John Hamburg,Comedy,40000000,71440011,174712,"I Love You, Man",R,3/20/2009,105,7,Paul Rudd,John Hamburg,2009
Universal Pictures,USA,Paul Weitz,Action,40000000,13838130,37859,Cirque du Freak: The Vampire's Assistant,PG-13,10/23/2009,100,5.9,Chris Massoglia,Paul Weitz,2009
DreamWorks,USA,Charles Guard,Drama,0,28573173,66806,The Uninvited,PG-13,1/30/2009,87,6.4,Emily Browning,Craig Rosenberg,2009
Fidélité Films,France,Gaspar Noé,Drama,0,336467,51942,Enter the Void,NOT RATED,5/5/2010,161,7.3,Nathaniel Brown,Gaspar Noé,2009
GK Films,UK,Jean-Marc Vallée,Biography,35000000,11001272,49189,The Young Victoria,PG,1/8/2010,100,7.3,Emily Blunt,Julian Fellowes,2009
Lionsgate,USA,Jim Sheridan,Drama,26000000,28501651,94974,Brothers,R,12/4/2009,105,7.1,Jake Gyllenhaal,David Benioff,2009
MPI Media Group,USA,Ti West,Horror,900000,100659,33194,The House of the Devil,R,5/4/2012,95,6.4,Jocelin Donahue,Ti West,2009
Dimension Films,USA,Rob Zombie,Horror,15000000,33392973,39233,Halloween II,R,8/28/2009,105,4.9,Scout Taylor-Compton,Rob Zombie,2009
BBC Films,Denmark,Nicolas Winding Refn,Adventure,0,17546,47214,Valhalla Rising,NOT RATED,3/31/2010,93,6,Mads Mikkelsen,Nicolas Winding Refn,2009
Columbia Pictures,USA,Robert Luketic,Comedy,38000000,88915214,175985,The Ugly Truth,R,7/24/2009,96,6.5,Katherine Heigl,Nicole Eastman,2009
Columbia Pictures,USA,Harold Ramis,Adventure,60000000,43337279,80204,Year One,PG-13,6/19/2009,97,4.9,Jack Black,Harold Ramis,2009
Screen Gems,USA,Will Gluck,Comedy,20000000,17231291,38879,Fired Up!,PG-13,2/20/2009,90,6.2,Eric Christian Olsen,Will Gluck,2009
Columbia Pictures,USA,Nora Ephron,Biography,40000000,94125426,86198,Julie & Julia,PG-13,8/7/2009,118,7,Amy Adams,Nora Ephron,2009
Focus Features,USA,Shane Acker,Animation,30000000,31743332,117268,9,PG-13,9/9/2009,79,7.1,Elijah Wood,Pamela Pettler,2009
New Line Cinema,USA,David R. Ellis,Horror,40000000,66477700,81274,The Final Destination,R,8/28/2009,82,5.2,Nick Zano,Eric Bress,2009
Fox Searchlight Pictures,USA,George Tillman Jr.,Biography,20000000,36842118,34791,Notorious,R,1/16/2009,122,6.7,Jamal Woolard,Reggie Rock Bythewood,2009
The Weinstein Company,UK,Rob Marshall,Drama,80000000,19664021,39041,Nine,PG-13,12/25/2009,118,5.8,Daniel Day-Lewis,Michael Tolkin,2009
CJ Entertainment,South Korea,Joon-ho Bong,Action,5000000,547292,31822,Mother,R,5/28/2009,129,7.8,Hye-ja Kim,Joon-ho Bong,2009
Pathé Renn Productions,UK,Jane Campion,Biography,8500000,4444637,22535,Bright Star,PG,10/9/2009,119,7,Abbie Cornish,Jane Campion,2009
Summit Entertainment,USA,Paul McGuigan,Action,38000000,31806100,95423,Push,PG-13,2/6/2009,111,6.1,Camilla Belle,David Bourla,2009
Universal Pictures,USA,Judd Apatow,Comedy,75000000,51855045,104307,Funny People,R,7/31/2009,146,6.3,Adam Sandler,Judd Apatow,2009
Lionsgate,USA,Lee Daniels,Drama,10000000,47395661,93354,Precious,R,11/20/2009,110,7.3,Gabourey Sidibe,Geoffrey Fletcher,2009
Twisted Pictures,Canada,Kevin Greutert,Horror,11000000,27669413,83129,El juego del miedo VI,R,10/23/2009,90,6,Tobin Bell,Patrick Melton,2009
BBC Films,UK,Lone Scherfig,Drama,0,12574715,117159,An Education,PG-13,2/5/2010,100,7.3,Carey Mulligan,Lynn Barber,2009
Lionsgate,USA,Mark Neveldine,Action,50000000,20488579,118535,Gamer,R,9/4/2009,95,5.8,Gerard Butler,Mark Neveldine,2009
Fox 2000 Pictures,USA,Gary Winick,Comedy,30000000,58715510,86156,Bride Wars,PG,1/9/2009,89,5.5,Kate Hudson,Greg DePaul,2009
Universal Pictures,USA,Peter Billingsley,Comedy,60000000,109205660,87743,Couples Retreat,PG-13,10/9/2009,113,5.5,Vince Vaughn,Jon Favreau,2009
Universal Pictures,USA,Sam Raimi,Horror,30000000,42100625,166655,Drag Me to Hell,PG-13,5/29/2009,99,6.6,Alison Lohman,Sam Raimi,2009
Universal Pictures,UK,Richard Curtis,Comedy,50000000,7994115,95825,Pirate Radio,R,11/13/2009,135,7.4,Philip Seymour Hoffman,Richard Curtis,2009
Gaumont,Canada,Vincenzo Natali,Drama,26000000,16999046,83205,Splice: experimento mortal,R,6/4/2010,104,5.8,Adrien Brody,Vincenzo Natali,2009
Sketch Films,USA,Patrick Tatopoulos,Action,35000000,45802315,132542,Underworld: Rise of the Lycans,R,1/23/2009,92,6.6,Rhona Mitra,Danny McBride,2009
Lionsgate,Australia,Michael Spierig,Action,20000000,30101577,110514,La hermandad,R,1/8/2010,98,6.5,Ethan Hawke,Michael Spierig,2009
DreamWorks Animation,USA,Rob Letterman,Animation,175000000,198351526,123919,Monsters vs. Aliens,PG,3/27/2009,94,6.5,Reese Witherspoon,Maya Forbes,2009
Columbia Pictures,USA,Steve Carr,Action,26000000,20819129,89303,Paul Blart: Mall Cop,PG,1/16/2009,91,5.2,Kevin James,Kevin James,2009
Columbia Pictures,USA,Tony Scott,Action,100000000,65452312,160641,The Taking of Pelham 123,R,6/12/2009,106,6.4,Denzel Washington,Brian Helgeland,2009
New Line Cinema,USA,Robert Schwentke,Drama,39000000,63414846,122959,The Time Traveler's Wife,PG-13,8/14/2009,107,7.1,Eric Bana,Bruce Joel Rubin,2009
Summit Entertainment,USA,Alex Proyas,Drama,50000000,79957634,197063,Knowing,PG-13,3/20/2009,121,6.2,Nicolas Cage,Ryne Douglas Pearson,2009
Focus Features,USA,Ethan Coen,Comedy,7000000,9190525,110208,A Serious Man,R,11/6/2009,106,7,Michael Stuhlbarg,Joel Coen,2009
Columbia Pictures,USA,Phil Lord,Animation,100000000,124870275,167156,Cloudy with a Chance of Meatballs,PG,9/18/2009,90,7,Anna Faris,Phil Lord,2009
BBC Films,USA,Grant Heslov,Comedy,25000000,32416109,114722,The Men Who Stare at Goats,R,11/6/2009,94,6.2,Ewan McGregor,Jon Ronson,2009
Fox Atomic,USA,Zach Cregger,Comedy,6000000,4542775,19111,Miss March,R,3/13/2009,90,5,Zach Cregger,Zach Cregger,2009
Miramax,USA,Greg Mottola,Comedy,0,16025394,139072,Adventureland,R,4/3/2009,100,6.8,Jesse Eisenberg,Greg Mottola,2009
Warner Bros.,USA,Richard Kelly,Drama,16000000,15045676,80381,The Box,PG-13,11/6/2009,115,5.6,Cameron Diaz,Richard Kelly,2009
LD Entertainment,USA,Marcus Dunstan,Horror,6000000,7706394,47291,The Collector,R,7/31/2009,90,6.4,Josh Stewart,Patrick Melton,2009
Warner Bros.,USA,Clint Eastwood,Biography,60000000,37491364,132427,Invictus,PG-13,12/11/2009,134,7.4,Morgan Freeman,Anthony Peckham,2009
Screen Gems,USA,Nelson McCormick,Crime,0,29062561,25186,The Stepfather,PG-13,10/16/2009,101,5.6,Penn Badgley,J.S. Cardone,2009
Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,150000000,177243721,143636,Night at the Museum: Battle of the Smithsonian,PG,5/22/2009,105,5.9,Ben Stiller,Robert Ben Garant,2009
Universal Pictures,USA,Brad Silberling,Adventure,100000000,49438370,54864,Land of the Lost,PG-13,6/5/2009,102,5.4,Will Ferrell,Chris Henchy,2009
Paramount Vantage,USA,Christian Alvart,Horror,26000000,13248477,65254,Case 39,R,10/1/2010,109,6.2,Renée Zellweger,Ray Wright,2009
Universal Pictures,USA,Nancy Meyers,Comedy,85000000,112735375,74245,It's Complicated,R,12/25/2009,100,6.6,Meryl Streep,Nancy Meyers,2009
Warner Bros.,Germany,Spike Jonze,Adventure,100000000,77233467,91833,Donde viven los monstruos,PG,10/16/2009,101,6.8,Max Records,Spike Jonze,2009
Lionsgate,USA,Mark Neveldine,Action,20000000,13630226,121567,Crank: High Voltage,R,4/17/2009,96,6.2,Jason Statham,Mark Neveldine,2009
Fox Searchlight Pictures,USA,Scott Cooper,Drama,7000000,39462438,73161,Crazy Heart,R,2/5/2010,112,7.3,Jeff Bridges,Scott Cooper,2009
Rogue Pictures,USA,David S. Goyer,Drama,16000000,42670410,44283,The Unborn,PG-13,1/9/2009,88,4.8,Odette Annable,David S. Goyer,2009
DreamWorks,Germany,Thor Freudenthal,Comedy,35000000,73034460,17784,Hotel para perros,PG,1/16/2009,100,5.4,Emma Roberts,Jeff Lowell,2009
It's a Laugh Productions,USA,Peter Chelsom,Comedy,30000000,79566871,34118,Hannah Montana: The Movie,G,4/10/2009,102,4.3,Miley Cyrus,Dan Berendsen,2009
Yellow Bird,Sweden,Daniel Alfredson,Crime,0,9081782,78771,The Girl Who Played with Fire,R,8/27/2010,129,7.2,Noomi Rapace,Jonas Frykberg,2009
Mod Producciones,Spain,Alejandro Amenábar,Adventure,70000000,617840,56850,Agora,R,9/10/2010,127,7.2,Rachel Weisz,Alejandro Amenábar,2009
Screen Gems,USA,Steve Shill,Drama,20000000,68261644,24499,Obsessed,PG-13,4/24/2009,108,4.9,Beyoncé Knowles,David Loughery,2009
Universal Pictures,USA,Kevin Macdonald,Drama,0,37017955,118835,State of Play,PG-13,4/17/2009,127,7.1,Russell Crowe,Matthew Michael Carnahan,2009
Barbarian Films,USA,David Mackenzie,Comedy,0,249590,34153,Spread,R,9/25/2009,97,5.9,Ashton Kutcher,Jason Hall,2009
Universal Pictures,USA,Larry Charles,Comedy,42000000,60054530,125840,Brüno,R,7/10/2009,81,5.8,Sacha Baron Cohen,Sacha Baron Cohen,2009
Universal Pictures,USA,Olatunde Osunsanmi,Mystery,10000000,25464480,66304,The Fourth Kind,PG-13,11/6/2009,98,5.9,Milla Jovovich,Olatunde Osunsanmi,2009
Lionsgate,USA,Peter Cornwell,Drama,0,55389516,53262,The Haunting in Connecticut,PG-13,3/27/2009,92,5.9,Virginia Madsen,Adam Simon,2009
Warner Bros.,Germany,James McTeigue,Action,40000000,38105077,60987,Ninja Assassin,R,11/25/2009,99,6.4,Rick Yune,Matthew Sand,2009
"Tyler Perry Company, The",USA,Tyler Perry,Comedy,0,90485233,10052,Madea Goes to Jail,PG-13,2/20/2009,103,4.3,Tyler Perry,Tyler Perry,2009
Sony Pictures Classics,USA,Woody Allen,Comedy,15000000,5306447,62933,Whatever Works,PG-13,7/3/2009,93,7.2,Evan Rachel Wood,Woody Allen,2009
Warner Bros.,USA,Dominic Sena,Action,35000000,10275638,33530,Whiteout,R,9/11/2009,101,5.5,Kate Beckinsale,Jon Hoeber,2009
Dreamlab,Iran,Asghar Farhadi,Drama,0,106662,31740,About Elly,Not specified,6/6/2009,119,8.1,Golshifteh Farahani,Asghar Farhadi,2009
Paramount Pictures,USA,George Gallo,Comedy,22000000,723714,33978,Middle Men,R,8/6/2010,105,6.6,Luke Wilson,George Gallo,2009
Jon Shestack Productions,USA,Mark Waters,Comedy,0,55250026,71836,Ghosts of Girlfriends Past,PG-13,5/1/2009,100,5.8,Matthew McConaughey,Jon Lucas,2009
Warner Bros.,USA,Ricky Gervais,Comedy,18500000,18439082,99595,The Invention of Lying,PG-13,10/2/2009,100,6.4,Ricky Gervais,Ricky Gervais,2009
Ternion Pictures,USA,Mike Judge,Comedy,8000000,10814185,39493,Extract,R,9/4/2009,92,6.2,Jason Bateman,Mike Judge,2009
Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,90000000,196573705,182575,Ice Age: Dawn of the Dinosaurs,PG,7/1/2009,94,7,Ray Romano,Peter Ackerman,2009
Why Not Productions,France,Jacques Audiard,Crime,0,2084637,83124,A Prophet,R,3/26/2010,155,7.9,Tahar Rahim,Thomas Bidegain,2009
BBC Films,UK,Armando Iannucci,Comedy,0,2384044,47137,In the Loop,NOT RATED,9/4/2009,106,7.5,Tom Hollander,Jesse Armstrong,2009
Fox 2000 Pictures,USA,Betty Thomas,Animation,75000000,219614612,34731,Alvin and the Chipmunks: The Squeakquel,PG,12/23/2009,88,4.5,Jason Lee,Jon Vitti,2009
Rogue,USA,David Twohy,Adventure,14000000,15483540,59667,A Perfect Getaway,R,8/7/2009,98,6.5,Milla Jovovich,David Twohy,2009
Mandate Pictures,USA,Drew Barrymore,Drama,15000000,13043363,58138,Whip It,PG-13,10/2/2009,111,6.9,Ellen Page,Shauna Cross,2009
Walt Disney Pictures,USA,Robert Zemeckis,Animation,200000000,137855863,80819,A Christmas Carol,PG,11/6/2009,96,6.8,Jim Carrey,Robert Zemeckis,2009
X-Filme Creative Pool,Germany,Michael Haneke,Drama,0,2222647,57685,The White Ribbon,R,3/5/2010,144,7.8,Christian Friedel,Michael Haneke,2009
Columbia Pictures,USA,Tom Tykwer,Action,50000000,25450527,83114,The International,R,2/13/2009,118,6.5,Clive Owen,Eric Warren Singer,2009
Touchstone Pictures,USA,P.J. Hogan,Comedy,0,44277350,66680,Confessions of a Shopaholic,PG,2/13/2009,104,5.9,Isla Fisher,Tracey Jackson,2009
Walt Disney Pictures,USA,Walt Becker,Comedy,35000000,49492060,32674,Old Dogs,PG,11/25/2009,100,5.4,Robin Williams,David Diamond,2009
BBC Films,UK,Andrea Arnold,Drama,0,373060,51481,Fish Tank,NOT RATED,1/28/2011,123,7.3,Katie Jarvis,Andrea Arnold,2009
Rogue Pictures,USA,Dito Montiel,Action,0,23036320,29024,Fighting,PG-13,4/24/2009,105,5.6,Channing Tatum,Robert Munic,2009
Stage 6 Films,USA,Troy Duffy,Action,8000000,10269307,55823,The Boondock Saints II: All Saints Day,R,12/11/2009,118,6.3,Sean Patrick Flanery,Troy Duffy,2009
Millennium Films,USA,Antoine Fuqua,Crime,17000000,27154426,55183,Brooklyn's Finest,R,3/5/2010,132,6.7,Richard Gere,Michael C. Martin,2009
Destination Films,USA,Scott Sanders,Action,2900000,228477,38535,Black Dynamite,R,1/13/2010,84,7.4,Arsenio Hall,Michael Jai White,2009
Warner Bros.,USA,Steven Soderbergh,Comedy,22000000,33313582,55457,The Informant!,R,9/18/2009,108,6.5,Matt Damon,Scott Z. Burns,2009
De Line Pictures,USA,Jody Hill,Comedy,18000000,23993605,54428,Observe and Report,R,4/10/2009,86,5.8,Seth Rogen,Jody Hill,2009
